site_id,slot,energy_wh_mean,energy_wh_median,cfp_g_mean,cfp_g_median,n_days
site_f5bcf8a88a,82,213.35145298608361,113.53392621527776,88.1370537082284,13.8133611144184,101
site_f5bcf8a88a,83,211.05690186575134,133.01138802083332,82.32665494180246,13.270784371605902,99
site_f5bcf8a88a,84,200.5904264081014,118.95693229166666,74.50520558473399,13.144374417491315,99
site_f5bcf8a88a,85,188.3051225116064,141.72430265224415,78.38011662572609,22.56830586460504,98
site_f5bcf8a88a,86,173.27863756983677,118.08998709769054,71.8421634746207,9.83844534692708,99
site_f5bcf8a88a,87,202.6324987603349,110.65785691150592,77.54389721036388,12.540150918299643,96
site_f5bcf8a88a,88,199.24921151528378,114.5538411458333,79.25960378673497,11.017037026111112,101
site_f5bcf8a88a,89,185.30735232674328,108.26802473958332,75.95791621792479,14.29005325905627,100
site_f5bcf8a88a,90,167.0260970009696,86.51998552387387,75.87475484271819,8.276005981145833,100
site_f5bcf8a88a,91,165.38079759462974,83.50822482638888,89.31638403382638,15.862931784791662,97
site_f5bcf8a88a,92,146.64763187831335,66.96100868055555,65.62948080083555,12.785863921875002,90
site_f5bcf8a88a,93,179.36601552485746,94.69327083333334,72.0057080846547,15.173897346236979,86
